0,1,2,3,4
0.5,20.89,0.0,0,1.697266
0.0,20.87,0.0,0,0.806641
0.5,20.87,0.0,0,0.123046875
1.0,20.87,0.0,0,0.29296875
1.0,20.87,0.0,0,0.23242188
6.0,20.87,0.0,0,0.1171875
0.5,20.87,0.0,0,0.17578125
0.5,20.87,0.0,0,0.05859375
1.0,20.87,0.0,0,0.111328125
1.0,20.87,0.0,0,0.05859375
1.5,20.87,0.0,0,0.234375
1.0,20.87,0.0,0,0.05859375
0.5,20.87,0.0,0,0.296875
1.5,20.87,0.0,0,0.234375
1.5,20.87,0.0,0,0.17578125
2.0,20.87,0.0,0,0.0
0.5,20.89,0.0,0,0.17578125
0.0,20.89,0.0,0,0.1171875
0.0,20.89,0.0,0,0.234375
0.5,20.89,0.0,0,0.05859375
0.0,20.89,0.0,0,0.1171875
0.0,20.87,0.0,0,0.8574219
0.0,20.87,0.0,0,0.17578125
0.5,20.87,0.0,0,0.05859375
0.0,20.89,0.0,0,0.05859375
0.0,20.89,0.0,0,0.3515625
0.5,20.89,0.0,0,0.5761719
0.0,20.89,0.0,0,0.1171875
0.0,20.87,0.0,0,0.17578125
0.5,20.89,0.0,0,0.0
0.0,20.87,0.0,0,0.05859375
0.0,20.89,0.0,0,0.1171875
0.0,20.89,0.0,0,0.17578125
0.5,20.89,0.0,0,0.05859375
0.0,20.89,0.0,0,0.17578125
0.0,20.89,0.0,0,0.39257812
0.0,20.89,0.0,0,0.1171875
0.0,20.89,0.0,0,0.05859375
0.0,20.87,0.0,0,0.1171875
0.5,20.89,0.0,0,0.17578125
0.0,20.87,0.0,0,0.3154297
0.5,20.89,0.0,0,0.17578125
0.0,20.89,0.0,0,0.17578125
0.0,20.89,0.0,0,0.234375
0.5,20.89,0.0,0,0.234375
0.5,20.89,0.0,0,0.05859375
0.0,20.89,0.0,0,0.05859375
0.0,20.89,0.0,0,0.0
0.0,20.87,0.0,0,0.1171875
0.0,20.89,0.0,0,0.17578125
0.0,20.87,0.0,0,0.17578125
1.0,20.87,0.0,0,0.0
0.0,20.87,0.0,0,0.3173828
0.0,20.87,0.0,0,0.6933594
0.5,20.87,0.0,0,0.05859375
0.0,20.87,0.0,0,0.17578125
0.0,20.87,0.0,0,0.41015625
0.5,20.87,0.0,0,2.03125
0.0,20.87,0.0,0,4.8203125
0.0,20.87,0.0,0,5.082031
0.5,20.87,0.0,0,14.761719
1.0,20.87,0.0,0,14.6953125
0.0,20.87,0.0,0,4.814453
1.0,20.87,0.0,0,4.871094
